,index,id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
403,403,1041628016,G10162842635,17749,1041628016,23004,Nike [CPS] APAC,Real Pricetracker,,,PH,60,Sales,sale,70.46,pending,0,tabm,,,,,3.01,USD,,,0,,4/1/2024 14:24,4/1/2024 14:25,,4/1/2024 15:23,1234437228,23336,4/1/2024 14:25,13.35,0.57,4.27,,TRUE,,,,,,,1234437229,23336,4/1/2024 14:25,46.32,1.98,4.28,,TRUE,,,,,,,1234437230,23336,4/1/2024 14:25,10.79,0.46,4.27,,TRUE,,,,,,
404,404,1041534843,2.06749E+17,14042,1041534843,20881,Alibaba WW,Real Pricetracker,,,GB,1085624,Paid order ,sale,10,pending,0,,,,,,0.9,USD,,,0,,3/19/2024 17:04,4/1/2024 6:38,,4/1/2024 6:38,1234256916,18192,4/1/2024 6:38,10,0.54,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,405,1041534658,2.06618E+17,14042,1041534658,20881,Alibaba WW,Real Pricetracker,,,ES,1472305,Paid order ,sale,57,pending,0,,,,,,3.4,USD,,,0,,3/15/2024 5:35,4/1/2024 6:34,,4/1/2024 6:34,1234256730,18192,4/1/2024 6:34,57,3.07,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,1041534624,2.06777E+17,14042,1041534624,20881,Alibaba WW,Real Pricetracker,,,GB,1085338,Paid order ,sale,30,pending,0,,,,,,1.5,USD,,,0,,3/19/2024 17:04,4/1/2024 6:33,,4/1/2024 6:33,1234256702,18192,4/1/2024 6:33,30,1.62,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,407,1041534618,2.06897E+17,14042,1041534618,20881,Alibaba WW,Real Pricetracker,,,GB,1085321,Paid order ,sale,8.85,pending,0,,,,,,0.44,USD,,,0,,3/19/2024 17:04,4/1/2024 6:33,,4/1/2024 6:33,1234256696,18192,4/1/2024 6:33,8.85,0.47,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,1041534611,2.06623E+17,14042,1041534611,20881,Alibaba WW,Real Pricetracker,,,GB,1104722,Paid order ,sale,600,pending,0,,,,,,30,USD,,,0,,3/19/2024 11:40,4/1/2024 6:32,,4/1/2024 6:32,1234256690,18192,4/1/2024 6:32,600,32.4,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,409,1041530392,15962.5934.889330,28955,1041530392,30956,Pdffiller Many Geos,Real Pricetracker,,,EC,780,Sale,sale,,approved,1,np,,,,,0,USD,,,0,,4/1/2024 5:12,4/1/2024 5:25,5/3/2024,5/2/2024 4:37,1234252209,63584,4/1/2024 5:25,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,410,1041530138,G10162784315,17749,1041530138,23004,Nike [CPS] APAC,Real Pricetracker,,,TH,323,Sales,sale,29.88,pending,0,,,,,,1.28,USD,,,0,,4/1/2024 4:13,4/1/2024 4:18,,4/1/2024 5:22,1234251921,23336,4/1/2024 4:18,18.46,0.79,4.28,,TRUE,,,,,,,1234251922,23336,4/1/2024 4:18,11.42,0.49,4.3,,TRUE,,,,,,,,,,,,,,,,,,,,
411,411,1041516412,477520535,14275,1041516412,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,10,Conversion,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/1/2024 1:00,4/1/2024 1:01,,4/1/2024 1:22,1234237651,18508,4/1/2024 1:01,0,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,1041452600,110441929,5273,1041452600,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,111,Existing Customer,sale,77,pending,0,gmg,,,,,0,INR,,,0,,3/31/2024 16:18,3/31/2024 16:20,,3/31/2024 16:54,1234162226,5792,3/31/2024 16:20,77,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,413,1041452590,110441896,5273,1041452590,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,111,Existing Customer,sale,77,pending,0,gmg,,,,,0,INR,,,0,,3/31/2024 16:18,3/31/2024 16:20,,3/31/2024 16:54,1234162216,5792,3/31/2024 16:20,77,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1041452584,110441850,5273,1041452584,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,111,Existing Customer,sale,69,pending,0,gmg,,,,,0,INR,,,0,,3/31/2024 16:18,3/31/2024 16:20,,3/31/2024 16:54,1234162210,5792,3/31/2024 16:20,69,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,415,1041452559,110439492,5273,1041452559,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,31,Existing Customer,sale,62,pending,0,gmg,,,,,0,INR,,,0,,3/31/2024 16:07,3/31/2024 16:07,,3/31/2024 16:54,1234162185,5792,3/31/2024 16:07,62,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,416,1041370995,2.06511E+17,14042,1041370995,20881,Alibaba WW,Real Pricetracker,,,IT,1334945,Paid order ,sale,869,pending,0,,,,,,61,USD,,,0,,3/15/2024 19:52,3/31/2024 6:41,,3/31/2024 6:41,1233982354,18192,3/31/2024 6:41,869,46.92,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,417,1041370592,2.06713E+17,14042,1041370592,20881,Alibaba WW,Real Pricetracker,,,US,1458170,Paid order ,sale,625,pending,0,,,,,,44,USD,,,0,,3/14/2024 9:31,3/31/2024 6:34,,3/31/2024 6:34,1233981918,18192,3/31/2024 6:34,625,33.75,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,418,1041369952,G10162645197,17749,1041369952,23004,Nike [CPS] APAC,Real Pricetracker,,,TW,30,Sales,sale,63.73,pending,0,tabm,,,,,2.72,USD,,,0,,3/31/2024 5:32,3/31/2024 5:33,,3/31/2024 6:23,1233981236,23336,3/31/2024 5:33,36.74,1.57,4.28,,TRUE,,,,,,,1233981237,23336,3/31/2024 5:33,26.99,1.15,4.27,,TRUE,,,,,,,,,,,,,,,,,,,,
419,419,1041323529,S2403301841901,21418,1041323529,24738,Geekmaxi Many GEOs,Real Pricetracker,,,NL,52,Paid order ,sale,151.08,approved,1,tabm,,,,,7.56,USD,,,0,,3/30/2024 20:41,3/30/2024 20:42,4/26/2024,5/13/2024 8:13,1233928478,28970,3/30/2024 20:42,151.08,7.56,5,640459,TRUE,,1066242EUDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,420,1042225840,gpt-1060186046|course|1725020,16622,1042225840,22448,Udemy WW,Real Pricetracker,,,IT,-1457,Paid course,sale,16.19,pending,0,tabm,,,,,1.29,USD,,,0,,3/30/2024 15:52,3/30/2024 15:28,,4/3/2024 13:23,1235283295,21660,3/30/2024 15:28,16.19,1.29,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,421,1041265531,1036.5933.13198,10448,1041265531,18239,Adorama WW,Real Pricetracker,,,US,576,Paid order ,sale,203.83,approved,1,tabm,,,,,4.04,EUR,,,0,,3/30/2024 11:24,3/30/2024 11:34,5/15/2024,5/14/2024 19:46,1233851840,13106,3/30/2024 11:34,203.83,4.08,2.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,422,1042225850,gpt-1060096870|course|4357748,16622,1042225850,22448,Udemy WW,Real Pricetracker,,,US,-440,Paid course,sale,18.12,pending,0,tabm,,,,,1.45,USD,,,0,,3/30/2024 9:42,3/30/2024 9:35,,4/3/2024 13:23,1235283304,21660,3/30/2024 9:35,18.12,1.45,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,423,1042225842,gpt-1060097154|course|869812,16622,1042225842,22448,Udemy WW,Real Pricetracker,,,US,-583,Paid course,sale,24.51,pending,0,tabm,,,,,1.96,USD,,,0,,3/30/2024 9:43,3/30/2024 9:34,,4/3/2024 13:23,1235283297,21660,3/30/2024 9:34,24.51,1.96,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,424,1041203642,2.06514E+17,14042,1041203642,20881,Alibaba WW,Real Pricetracker,,,US,1086903,Paid order ,sale,325,pending,0,,,,,,23,USD,,,0,,3/17/2024 16:48,3/30/2024 6:43,,3/30/2024 6:43,1233692188,18192,3/30/2024 6:43,325,17.55,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,425,1041203634,2.05494E+17,14042,1041203634,20881,Alibaba WW,Real Pricetracker,,,IT,1071905,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 20:58,3/30/2024 6:43,,3/30/2024 6:43,1233692180,18192,3/30/2024 6:43,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,426,1041203595,2.05731E+17,14042,1041203595,20881,Alibaba WW,Real Pricetracker,,,US,982014,Paid order ,sale,1068,pending,0,,,,,,75,USD,,,0,,3/18/2024 21:55,3/30/2024 6:42,,3/30/2024 6:42,1233692140,18192,3/30/2024 6:42,1068,57.67,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,427,1041203568,2.05142E+17,14042,1041203568,20881,Alibaba WW,Real Pricetracker,,,US,1409613,Paid order ,sale,90,pending,0,,,,,,6.3,USD,,,0,,3/13/2024 23:08,3/30/2024 6:41,,3/30/2024 6:41,1233692113,18192,3/30/2024 6:41,90,4.86,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,428,1041203535,2.06504E+17,14042,1041203535,20881,Alibaba WW,Real Pricetracker,,,BE,808333,Paid order ,sale,798,pending,0,,,,,,56,USD,,,0,,3/20/2024 22:08,3/30/2024 6:41,,3/30/2024 6:41,1233692081,18192,3/30/2024 6:41,798,43.09,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,429,1041203452,2.06483E+17,14042,1041203452,20881,Alibaba WW,Real Pricetracker,,,IT,1071659,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 20:58,3/30/2024 6:39,,3/30/2024 6:39,1233692002,18192,3/30/2024 6:39,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,430,1041203414,2.06699E+17,14042,1041203414,20881,Alibaba WW,Real Pricetracker,,,US,1208291,Paid order ,sale,48,pending,0,,,,,,3.4,USD,,,0,,3/16/2024 7:00,3/30/2024 6:38,,3/30/2024 6:38,1233691959,18192,3/30/2024 6:38,48,2.59,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,431,1041203060,2.06726E+17,14042,1041203060,20881,Alibaba WW,Real Pricetracker,,,IT,1071577,Paid order ,sale,15.2,pending,0,,,,,,1.1,USD,,,0,,3/17/2024 20:58,3/30/2024 6:38,,3/30/2024 6:38,1233691607,18192,3/30/2024 6:38,15.2,0.82,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,432,1041203026,2.05619E+17,14042,1041203026,20881,Alibaba WW,Real Pricetracker,,,IT,1071540,Paid order ,sale,1600,pending,0,,,,,,80,USD,,Partial payout of 200.00 USD,0,,3/17/2024 20:58,3/30/2024 6:37,,3/30/2024 6:37,1233691573,18192,3/30/2024 6:37,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,433,1041202759,2.06517E+17,14042,1041202759,20881,Alibaba WW,Real Pricetracker,,,IT,1071452,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 20:58,3/30/2024 6:35,,3/30/2024 6:35,1233691296,18192,3/30/2024 6:35,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,434,1041202708,2.06636E+17,14042,1041202708,20881,Alibaba WW,Real Pricetracker,,,IT,1071359,Paid order ,sale,32.72,pending,0,,,,,,2.3,USD,,,0,,3/17/2024 20:58,3/30/2024 6:34,,3/30/2024 6:34,1233691245,18192,3/30/2024 6:34,32.72,1.76,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,435,1041202693,2.06482E+17,14042,1041202693,20881,Alibaba WW,Real Pricetracker,,,IT,1071340,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 20:58,3/30/2024 6:34,,3/30/2024 6:34,1233691230,18192,3/30/2024 6:34,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,436,1041202594,2.06626E+17,14042,1041202594,20881,Alibaba WW,Real Pricetracker,,,IT,1071205,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 20:58,3/30/2024 6:31,,3/30/2024 6:31,1233691121,18192,3/30/2024 6:31,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,437,1042225869,gpt-1060038650|course|874762,16622,1042225869,22448,Udemy WW,Real Pricetracker,,,SA,-2097,Paid course,sale,15.99,pending,0,tabm,,,,,1.28,USD,,,0,,3/30/2024 4:57,3/30/2024 4:23,,4/3/2024 13:23,1235283322,21660,3/30/2024 4:23,15.99,1.28,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,438,1041907137,gpt-1059995724|course|1199032,16622,1041907137,22448,Udemy WW,Real Pricetracker,,,SA,605,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,3/30/2024 1:12,3/30/2024 1:23,,4/2/2024 13:23,1234845014,21660,3/30/2024 1:23,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,439,1041907083,gpt-1059975530|course|258316,16622,1041907083,22448,Udemy WW,Real Pricetracker,,,AT,-943,Paid course,sale,16.17,pending,0,tabm,,,,,1.29,USD,,,0,,3/29/2024 23:37,3/29/2024 23:22,,4/2/2024 13:23,1234844960,21660,3/29/2024 23:22,16.17,1.29,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,440,1041907071,gpt-1059912342|course|5456248,16622,1041907071,22448,Udemy WW,Real Pricetracker,,,TR,-407,Paid course,sale,3.09,pending,0,,,,,,0.24,USD,,,0,,3/29/2024 20:31,3/29/2024 20:25,,4/2/2024 13:23,1234844948,21660,3/29/2024 20:25,3.09,0.24,7.77,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,441,1041907065,gpt-1059912342|course|5714008,16622,1041907065,22448,Udemy WW,Real Pricetracker,,,TR,-407,Paid course,sale,3.09,pending,0,,,,,,0.24,USD,,,0,,3/29/2024 20:31,3/29/2024 20:25,,4/2/2024 13:23,1234844940,21660,3/29/2024 20:25,3.09,0.24,7.77,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,442,1041907056,gpt-1059912342|course|5792252,16622,1041907056,22448,Udemy WW,Real Pricetracker,,,TR,-407,Paid course,sale,3.09,pending,0,,,,,,0.24,USD,,,0,,3/29/2024 20:31,3/29/2024 20:25,,4/2/2024 13:23,1234844932,21660,3/29/2024 20:25,3.09,0.24,7.77,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,443,1041119465,15962.5932.176842,28955,1041119465,30956,Pdffiller Many Geos,Real Pricetracker,,,US,836,Sale,sale,,approved,1,tabm,,,,,0,USD,,,0,,3/29/2024 16:10,3/29/2024 16:24,5/3/2024,5/2/2024 4:37,1233592004,63584,3/29/2024 16:24,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,444,1041112918,109959701,5273,1041112918,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,32,Existing Customer,sale,36990,pending,0,gmg,,,,,210.01,INR,,,0,,3/29/2024 15:00,3/29/2024 15:01,,3/29/2024 15:50,1233583047,5792,3/29/2024 15:01,36990,210.01,0.57,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,445,1041112563,109959722,5273,1041112563,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,32,Existing Customer,sale,36990,pending,0,gmg,,,,,210.01,INR,,,0,,3/29/2024 15:00,3/29/2024 15:01,,3/29/2024 15:50,1233582691,5792,3/29/2024 15:01,36990,210.01,0.57,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,446,1041079370,15962.5932.4133,28955,1041079370,30956,Pdffiller Many Geos,Real Pricetracker,,,AU,646,Sale,sale,,approved,1,tabm,,,,,0,USD,,,0,,3/29/2024 11:05,3/29/2024 11:16,5/3/2024,5/2/2024 4:37,1233536600,63584,3/29/2024 11:16,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,447,1041066525,109894097,5273,1041066525,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,132,Existing Customer,sale,7699,pending,0,gmg,,,,,0,INR,,,0,,3/29/2024 9:36,3/29/2024 9:39,,3/29/2024 9:42,1233519214,5792,3/29/2024 9:39,7699,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,448,1041002128,2.06564E+17,14042,1041002128,20881,Alibaba WW,Real Pricetracker,,,US,951579,Paid order ,sale,180,pending,0,,,,,,13,USD,,,0,,3/18/2024 6:26,3/29/2024 6:46,,3/29/2024 6:46,1233355477,18192,3/29/2024 6:46,180,9.72,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,449,1041002074,2.06393E+17,14042,1041002074,20881,Alibaba WW,Real Pricetracker,,,FR,1426055,Paid order ,sale,49.9,pending,0,,,,,,3.5,USD,,,0,,3/12/2024 18:36,3/29/2024 6:44,,3/29/2024 6:44,1233355422,18192,3/29/2024 6:44,49.9,2.69,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,450,1041002028,2.06263E+17,14042,1041002028,20881,Alibaba WW,Real Pricetracker,,,US,801975,Paid order ,sale,80,pending,0,,,,,,5.6,USD,,,0,,3/19/2024 23:57,3/29/2024 6:43,,3/29/2024 6:43,1233355364,18192,3/29/2024 6:43,80,4.32,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,451,1041001948,2.06493E+17,14042,1041001948,20881,Alibaba WW,Real Pricetracker,,,IT,1151164,Paid order ,sale,38.4,pending,0,,,,,,2.7,USD,,,0,,3/15/2024 22:56,3/29/2024 6:42,,3/29/2024 6:42,1233355286,18192,3/29/2024 6:42,38.4,2.07,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,452,1041001944,2.06481E+17,14042,1041001944,20881,Alibaba WW,Real Pricetracker,,,IT,1002041,Paid order ,sale,200,pending,0,,,,,,14,USD,,,0,,3/17/2024 16:22,3/29/2024 6:42,,3/29/2024 6:42,1233355282,18192,3/29/2024 6:42,200,10.8,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,453,1041001905,2.06536E+17,14042,1041001905,20881,Alibaba WW,Real Pricetracker,,,US,1499095,Paid order ,sale,148,pending,0,,,,,,10,USD,,,0,,3/11/2024 22:16,3/29/2024 6:41,,3/29/2024 6:41,1233355243,18192,3/29/2024 6:41,148,7.99,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,454,1041001902,2.06482E+17,14042,1041001902,20881,Alibaba WW,Real Pricetracker,,,US,1312537,Paid order ,sale,417,pending,0,,,,,,29,USD,,,0,,3/14/2024 2:06,3/29/2024 6:41,,3/29/2024 6:41,1233355240,18192,3/29/2024 6:41,417,22.51,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,455,1041001866,2.06583E+17,14042,1041001866,20881,Alibaba WW,Real Pricetracker,,,US,1106766,Paid order ,sale,48,pending,0,,,,,,3.4,USD,,,0,,3/16/2024 11:14,3/29/2024 6:40,,3/29/2024 6:40,1233355205,18192,3/29/2024 6:40,48,2.59,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,456,1041001863,2.06571E+17,14042,1041001863,20881,Alibaba WW,Real Pricetracker,,,US,1446438,Paid order ,sale,127.5,pending,0,,,,,,8.9,USD,,,0,,3/12/2024 12:53,3/29/2024 6:40,,3/29/2024 6:40,1233355202,18192,3/29/2024 6:40,127.5,6.88,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,457,1041001821,2.05724E+17,14042,1041001821,20881,Alibaba WW,Real Pricetracker,,,US,801787,Paid order ,sale,56,pending,0,,,,,,3.9,USD,,,0,,3/19/2024 23:57,3/29/2024 6:40,,3/29/2024 6:40,1233355145,18192,3/29/2024 6:40,56,3.02,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,458,1041001771,2.06555E+17,14042,1041001771,20881,Alibaba WW,Real Pricetracker,,,US,1410535,Paid order ,sale,608,pending,0,,,,,,43,USD,,,0,,3/12/2024 22:49,3/29/2024 6:38,,3/29/2024 6:38,1233355092,18192,3/29/2024 6:38,608,32.83,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,459,1041001688,2.05622E+17,14042,1041001688,20881,Alibaba WW,Real Pricetracker,,,ES,1502450,Paid order ,sale,55,pending,0,,,,,,3.9,USD,,,0,,3/11/2024 21:15,3/29/2024 6:36,,3/29/2024 6:36,1233355010,18192,3/29/2024 6:36,55,2.97,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,460,1041001490,2.04999E+17,14042,1041001490,20881,Alibaba WW,Real Pricetracker,,,BG,1494756,Paid order ,sale,88,pending,0,,,,,,6.2,USD,,,0,,3/11/2024 23:22,3/29/2024 6:35,,3/29/2024 6:35,1233354808,18192,3/29/2024 6:35,88,4.75,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,461,1041001453,2.06546E+17,14042,1041001453,20881,Alibaba WW,Real Pricetracker,,,MX,1309773,Paid order ,sale,12,pending,0,,,,,,0.84,USD,,,0,,3/14/2024 2:44,3/29/2024 6:33,,3/29/2024 6:33,1233354768,18192,3/29/2024 6:33,12,0.64,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,462,1041001431,2.06442E+17,14042,1041001431,20881,Alibaba WW,Real Pricetracker,,,US,1387276,Paid order ,sale,30,pending,0,,,,,,2.1,USD,,,0,,3/13/2024 5:12,3/29/2024 6:33,,3/29/2024 6:33,1233354746,18192,3/29/2024 6:33,30,1.62,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,463,1041001409,2.06575E+17,14042,1041001409,20881,Alibaba WW,Real Pricetracker,,,FR,1425368,Paid order ,sale,9.2,approved,1,,,,,,0.35,USD,,,0,,3/12/2024 18:36,3/29/2024 6:33,5/16/2024,5/15/2024 14:21,1233354723,18192,3/29/2024 6:33,9.2,0.49,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,464,1041001382,2.06378E+17,14042,1041001382,20881,Alibaba WW,Real Pricetracker,,,US,895012,Paid order ,sale,720,pending,0,,,,,,50,USD,,,0,,3/18/2024 21:55,3/29/2024 6:32,,3/29/2024 6:32,1233354694,18192,3/29/2024 6:32,720,38.88,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,465,1041001296,2.06473E+17,14042,1041001296,20881,Alibaba WW,Real Pricetracker,,,US,1306484,Paid order ,sale,360,pending,0,,,,,,25,USD,,,0,,3/14/2024 3:37,3/29/2024 6:31,,3/29/2024 6:31,1233354606,18192,3/29/2024 6:31,360,19.44,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,466,1041001295,2.0647E+17,14042,1041001295,20881,Alibaba WW,Real Pricetracker,,,IT,1150098,Paid order ,sale,70,pending,0,,,,,,4.9,USD,,,0,,3/15/2024 23:03,3/29/2024 6:31,,3/29/2024 6:31,1233354605,18192,3/29/2024 6:31,70,3.78,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,467,1041001241,2.06172E+17,14042,1041001241,20881,Alibaba WW,Real Pricetracker,,,ES,1212940,Paid order ,sale,121.25,pending,0,,,,,,8.5,USD,,,0,,3/15/2024 5:35,3/29/2024 6:31,,3/29/2024 6:31,1233354551,18192,3/29/2024 6:31,121.25,6.54,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,468,1041939770,gpt-1059668422|course|567828,16622,1041939770,22448,Udemy WW,Real Pricetracker,,,BR,-719,Paid course,sale,5.96,pending,0,tabm,,,,,0.48,USD,,,0,,3/29/2024 3:39,3/29/2024 3:28,,4/2/2024 16:17,1234882970,21660,3/29/2024 3:28,5.96,0.48,8.06,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,469,1041611853,gpt-1059634956|course|2411816,16622,1041611853,22448,Udemy WW,Real Pricetracker,,,BR,-904,Paid course,sale,4.99,pending,0,tabm,,,,,0.4,USD,,,0,,3/29/2024 0:47,3/29/2024 0:32,,4/1/2024 13:23,1234417274,21660,3/29/2024 0:32,4.99,0.4,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,470,1041612021,gpt-1059629808|course|2575266,16622,1041612021,22448,Udemy WW,Real Pricetracker,,,BR,-228,Paid course,sale,6.99,pending,0,tabm,,,,,0.56,USD,,,0,,3/29/2024 0:25,3/29/2024 0:22,,4/1/2024 13:23,1234417440,21660,3/29/2024 0:22,6.99,0.56,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1041611865,gpt-1059605242|course|4832792,16622,1041611865,22448,Udemy WW,Real Pricetracker,,,DE,-1240,Paid course,sale,12.97,pending,0,tabm,,,,,1.04,USD,,,0,,3/28/2024 22:49,3/28/2024 22:29,,4/1/2024 13:23,1234417285,21660,3/28/2024 22:29,12.97,1.04,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
